epoch,accuracy,loss,val_accuracy,val_loss
50,0.5827921628952026,0.6722793579101562,0.5856756567955017,0.6704702973365784
51,0.5826778411865234,0.6722356081008911,0.5855250954627991,0.6704117655754089
52,0.5827662348747253,0.6722142696380615,0.5854306817054749,0.6705449819564819
53,0.5828453898429871,0.6722772717475891,0.5854554176330566,0.6706159114837646
54,0.5828366279602051,0.67216956615448,0.585266649723053,0.6704967617988586
0,0.500105619430542,1.3416579961776733,0.4993370771408081,0.6944525241851807
1,0.49992233514785767,0.6932656168937683,0.4993370771408081,0.693153977394104
2,0.5000659227371216,0.6931489706039429,0.4993370771408081,0.693153977394104
3,0.4998961389064789,0.6931490898132324,0.4993370771408081,0.6931540966033936
4,0.4999101161956787,0.6931487917900085,0.4993370771408081,0.693153977394104
5,0.4999011158943176,0.693148672580719,0.4993370771408081,0.6931549906730652
6,0.4999011158943176,0.6931487917900085,0.4993370771408081,0.6931549310684204
0,0.5713011026382446,0.6971696019172668,0.5791925191879272,0.6768578886985779
1,0.577606201171875,0.6765517592430115,0.580547571182251,0.6740570068359375
2,0.5785080790519714,0.675168514251709,0.5813138484954834,0.6733641028404236
3,0.579203188419342,0.6745920777320862,0.58147794008255,0.672951877117157
4,0.5794923305511475,0.6741918325424194,0.5816823840141296,0.6725394129753113
5,0.5798673629760742,0.6738279461860657,0.5819498300552368,0.6723329424858093
6,0.5801160335540771,0.6735957860946655,0.581886887550354,0.672116756439209
7,0.5803994536399841,0.6733637452125549,0.5823453068733215,0.6718919277191162
8,0.580690324306488,0.6731552481651306,0.5822666883468628,0.6718391180038452
9,0.5808396339416504,0.6729130744934082,0.5824105143547058,0.6715520620346069
10,0.580855131149292,0.6727904081344604,0.5825745463371277,0.6714280247688293
11,0.5809834599494934,0.6727024912834167,0.5824733972549438,0.6712517738342285
12,0.5812501311302185,0.6726115345954895,0.5827183723449707,0.6711979508399963
13,0.5814136862754822,0.672432005405426,0.5833003520965576,0.6709433794021606
14,0.581535279750824,0.6723347306251526,0.5834487080574036,0.67081618309021
15,0.5816668272018433,0.6722087860107422,0.5832532048225403,0.6706492304801941
16,0.5818566083908081,0.6721497178077698,0.5831520557403564,0.6707165241241455
17,0.5819525122642517,0.6720466017723083,0.5837363004684448,0.6705554723739624
18,0.582050085067749,0.6719944477081299,0.5833048820495605,0.670551061630249
19,0.5820865631103516,0.6718770861625671,0.5836958885192871,0.6704825162887573
